POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Comprehensive,16,days,16,days,60,69,123.78,247.56,247.56,114.94,229.88,229.88,97.85,195.7,195.7,76.62,153.24,153.24,73.09,146.18,146.18,86.03,172.05,172.05
Woolworths Travel Insurance,Comprehensive,17,days,17,days,60,69,128.49,256.98,256.98,118.38,236.77,236.77,101.37,202.75,202.75,77.8,155.61,155.61,74.27,148.54,148.54,87.41,174.82,174.82
Woolworths Travel Insurance,Comprehensive,18,days,18,days,60,69,150.89,301.77,301.77,121.83,243.66,243.66,103.74,207.47,207.47,81.34,162.68,162.68,76.62,153.24,153.24,90.18,180.35,180.35
Woolworths Travel Insurance,Comprehensive,19,days,19,days,60,69,154.42,308.85,308.85,124.13,248.26,248.26,107.27,214.54,214.54,83.69,167.38,167.38,77.8,155.61,155.61,91.57,183.15,183.15
Woolworths Travel Insurance,Comprehensive,20,days,20,days,60,69,157.96,315.92,315.92,127.58,255.15,255.15,108.46,216.92,216.92,84.87,169.73,169.73,80.17,160.33,160.33,94.35,188.7,188.7
Woolworths Travel Insurance,Comprehensive,21,days,21,days,60,69,162.67,325.34,325.34,131.02,262.05,262.05,111.98,223.97,223.97,87.24,174.48,174.48,81.34,162.68,162.68,95.74,191.47,191.47
Woolworths Travel Insurance,Comprehensive,22,days,22,days,60,69,167.39,334.79,334.79,134.48,268.96,268.96,114.34,228.67,228.67,88.41,176.83,176.83,83.69,167.38,167.38,98.5,197,197
Woolworths Travel Insurance,Comprehensive,23,days,23,days,60,69,170.93,341.86,341.86,137.93,275.85,275.85,117.88,235.76,235.76,90.78,181.55,181.55,84.87,169.73,169.73,99.89,199.77,199.77
Woolworths Travel Insurance,Comprehensive,24,days,24,days,60,69,175.64,351.28,351.28,141.36,282.72,282.72,120.24,240.49,240.49,91.94,183.88,183.88,87.24,174.48,174.48,102.68,205.35,205.35
Woolworths Travel Insurance,Comprehensive,25,days,25,days,60,69,179.18,358.36,358.36,144.83,289.66,289.66,123.78,247.56,247.56,94.31,188.62,188.62,88.41,176.83,176.83,104.06,208.12,208.12
Woolworths Travel Insurance,Comprehensive,26,days,26,days,60,69,182.72,365.43,365.43,148.26,296.53,296.53,124.96,249.91,249.91,96.66,193.33,193.33,91.94,183.88,183.88,108.21,216.42,216.42
Woolworths Travel Insurance,Comprehensive,27,days,27,days,60,69,186.26,372.52,372.52,151.71,303.42,303.42,128.49,256.98,256.98,97.85,195.7,195.7,94.31,188.62,188.62,111,222,222
Woolworths Travel Insurance,Comprehensive,28,days,28,days,60,69,192.15,384.3,384.3,155.17,310.33,310.33,130.85,261.71,261.71,100.2,200.4,200.4,96.66,193.33,193.33,113.77,227.54,227.54
Woolworths Travel Insurance,Comprehensive,29,days,29,days,60,69,198.05,396.09,396.09,158.61,317.23,317.23,134.38,268.76,268.76,101.37,202.75,202.75,97.85,195.7,195.7,115.16,230.33,230.33
Woolworths Travel Insurance,Comprehensive,30,days,30,days,60,69,202.76,405.52,405.52,164.36,328.72,328.72,137.93,275.85,275.85,104.91,209.82,209.82,101.37,202.75,202.75,119.31,238.63,238.63
Woolworths Travel Insurance,Comprehensive,31,days,31,days,60,69,208.65,417.29,417.29,167.8,335.59,335.59,141.46,282.92,282.92,107.27,214.54,214.54,103.74,207.47,207.47,122.09,244.19,244.19
Woolworths Travel Insurance,Comprehensive,32,days,32,days,60,69,214.55,429.11,429.11,173.55,347.11,347.11,145,290,290,110.82,221.64,221.64,104.91,209.82,209.82,123.48,246.95,246.95
Woolworths Travel Insurance,Comprehensive,33,days,33,days,60,69,219.27,438.53,438.53,177.01,354.02,354.02,148.54,297.07,297.07,111.98,223.97,223.97,108.46,216.92,216.92,127.65,255.3,255.3
Woolworths Travel Insurance,Comprehensive,34,days,34,days,60,69,225.15,450.31,450.31,180.44,360.89,360.89,152.07,304.14,304.14,115.53,231.06,231.06,110.82,221.64,221.64,130.43,260.86,260.86
Woolworths Travel Insurance,Comprehensive,35,days,35,days,60,69,229.87,459.73,459.73,186.19,372.38,372.38,155.6,311.2,311.2,117.88,235.76,235.76,111.98,223.97,223.97,131.8,263.6,263.6
Woolworths Travel Insurance,Comprehensive,36,days,42,days,60,69,273.49,546.98,546.98,232.18,464.35,464.35,195.69,391.37,391.37,154.42,308.85,308.85,148.54,297.07,297.07,174.82,349.64,349.64
Woolworths Travel Insurance,Comprehensive,43,days,49,days,60,69,300.6,601.2,601.2,252.86,505.73,505.73,221.62,443.24,443.24,168.57,337.14,337.14,165.03,330.07,330.07,194.24,388.47,388.47
Woolworths Travel Insurance,Comprehensive,50,days,56,days,60,69,344.22,688.44,688.44,279.3,558.6,558.6,238.12,476.23,476.23,186.26,372.52,372.52,179.18,358.36,358.36,210.89,421.77,421.77
Woolworths Travel Insurance,Comprehensive,57,days,63,days,60,69,363.08,726.16,726.16,295.39,590.79,590.79,259.33,518.67,518.67,206.31,412.61,412.61,199.22,398.45,398.45,234.48,468.96,468.96
Woolworths Travel Insurance,Comprehensive,64,days,70,days,60,69,397.26,794.52,794.52,321.82,643.63,643.63,282.92,565.85,565.85,219.27,438.53,438.53,208.65,417.29,417.29,245.57,491.14,491.14
Woolworths Travel Insurance,Comprehensive,71,days,77,days,60,69,437.35,874.7,874.7,332.17,664.33,664.33,312.39,624.79,624.79,241.66,483.32,483.32,232.24,464.48,464.48,273.33,546.67,546.67
Woolworths Travel Insurance,Comprehensive,78,days,84,days,60,69,444.42,888.84,888.84,339.07,678.14,678.14,319.47,638.93,638.93,259.33,518.67,518.67,248.73,497.47,497.47,292.75,585.5,585.5
Woolworths Travel Insurance,Comprehensive,85,days,90,days,60,69,447.96,895.92,895.92,342.5,685.01,685.01,323,646.01,646.01,268.78,537.56,537.56,255.8,511.6,511.6,301.06,602.13,602.13
Woolworths Travel Insurance,Comprehensive,91,days,119,days,60,69,539.91,1079.82,1079.82,413.77,827.54,827.54,390.19,780.37,780.37,304.13,608.27,608.27,292.35,584.7,584.7,344.08,688.17,688.17
Woolworths Travel Insurance,Comprehensive,120,days,149,days,60,69,629.5,1259,1259,480.43,960.86,960.86,447.96,895.92,895.92,353.65,707.29,707.29,339.5,679,679,399.58,799.16,799.16
Woolworths Travel Insurance,Comprehensive,150,days,179,days,60,69,723.8,1447.6,1447.6,551.69,1103.39,1103.39,515.15,1030.3,1030.3,391.37,782.75,782.75,390.19,780.37,780.37,459.24,918.47,918.47
Woolworths Travel Insurance,Comprehensive,180,days,209,days,60,69,821.64,1643.28,1643.28,627.55,1255.1,1255.1,589.42,1178.84,1178.84,465.64,931.28,931.28,444.42,888.84,888.84,523.07,1046.13,1046.13
Woolworths Travel Insurance,Comprehensive,210,days,239,days,60,69,905.34,1810.68,1810.68,689.62,1379.24,1379.24,647.17,1294.34,1294.34,512.79,1025.58,1025.58,491.56,983.12,983.12,578.55,1157.1,1157.1
Woolworths Travel Insurance,Comprehensive,240,days,269,days,60,69,996.1,1992.21,1992.21,758.57,1517.14,1517.14,710.84,1421.68,1421.68,565.84,1131.68,1131.68,536.37,1072.74,1072.74,631.29,1262.58,1262.58
Woolworths Travel Insurance,Comprehensive,270,days,299,days,60,69,1080.99,2161.98,2161.98,824.1,1648.2,1648.2,763.89,1527.77,1527.77,609.45,1218.91,1218.91,579.98,1159.95,1159.95,682.61,1365.22,1365.22
Woolworths Travel Insurance,Comprehensive,300,days,329,days,60,69,1164.69,2329.39,2329.39,887.31,1774.61,1774.61,822.82,1645.65,1645.65,660.15,1320.3,1320.3,629.5,1259,1259,740.9,1481.79,1481.79
Woolworths Travel Insurance,Comprehensive,330,days,366,days,60,69,1229.52,2459.04,2459.04,940.18,1880.37,1880.37,868.81,1737.62,1737.62,697.87,1395.74,1395.74,667.21,1334.43,1334.43,785.29,1570.57,1570.57
Woolworths Travel Insurance,Comprehensive,3,days,3,days,70,74,59.21,118.41,118.41,52.78,105.55,105.55,47.36,94.72,94.72,43.98,87.95,87.95,43.98,87.95,87.95,51.76,103.52,103.52
Woolworths Travel Insurance,Comprehensive,4,days,4,days,70,74,81.18,162.36,162.36,69.26,138.53,138.53,62.58,125.17,125.17,59.21,118.41,118.41,59.21,118.41,118.41,69.68,139.37,139.37
Woolworths Travel Insurance,Comprehensive,5,days,5,days,70,74,101.48,202.95,202.95,85.75,171.5,171.5,77.8,155.61,155.61,76.12,152.23,152.23,64.26,128.52,128.52,75.63,151.27,151.27
Woolworths Travel Insurance,Comprehensive,6,days,6,days,70,74,116.71,233.41,233.41,102.24,204.48,204.48,87.95,175.9,175.9,81.18,162.36,162.36,65.96,131.92,131.92,77.63,155.26,155.26
Woolworths Travel Insurance,Comprehensive,7,days,7,days,70,74,131.93,263.86,263.86,113.78,227.57,227.57,101.48,202.95,202.95,86.26,172.53,172.53,71.03,142.07,142.07,83.6,167.21,167.21
Woolworths Travel Insurance,Comprehensive,8,days,8,days,70,74,140.39,280.77,280.77,118.74,237.47,237.47,104.87,209.74,209.74,87.95,175.9,175.9,72.73,145.46,145.46,85.6,171.2,171.2
Woolworths Travel Insurance,Comprehensive,9,days,9,days,70,74,131.93,263.86,263.86,126.98,253.97,253.97,109.93,219.87,219.87,91.33,182.66,182.66,76.12,152.23,152.23,89.59,179.17,179.17
Woolworths Travel Insurance,Comprehensive,10,days,10,days,70,74,138.69,277.38,277.38,131.93,263.86,263.86,115.02,230.04,230.04,93.03,186.05,186.05,77.8,155.61,155.61,91.57,183.15,183.15
Woolworths Travel Insurance,Comprehensive,11,days,11,days,70,74,145.45,290.9,290.9,136.88,273.76,273.76,120.08,240.16,240.16,96.41,192.82,192.82,79.49,158.98,158.98,93.56,187.12,187.12
Woolworths Travel Insurance,Comprehensive,12,days,12,days,70,74,153.91,307.82,307.82,145.12,290.24,290.24,125.17,250.33,250.33,98.1,196.2,196.2,82.88,165.76,165.76,97.54,195.09,195.09
Woolworths Travel Insurance,Comprehensive,13,days,13,days,70,74,162.37,324.74,324.74,150.06,300.13,300.13,126.84,253.69,253.69,101.48,202.95,202.95,84.56,169.11,169.11,99.52,199.04,199.04
Woolworths Travel Insurance,Comprehensive,14,days,14,days,70,74,169.14,338.28,338.28,156.66,313.33,313.33,131.93,263.86,263.86,104.87,209.74,209.74,86.26,172.53,172.53,101.53,203.06,203.06
Woolworths Travel Insurance,Comprehensive,15,days,15,days,70,74,174.21,348.41,348.41,159.96,319.92,319.92,138.69,277.38,277.38,106.56,213.12,213.12,89.64,179.28,179.28,105.5,211.01,211.01
Woolworths Travel Insurance,Comprehensive,16,days,16,days,70,74,177.59,355.18,355.18,164.91,329.82,329.82,140.39,280.77,280.77,109.93,219.87,219.87,104.87,209.74,209.74,123.43,246.86,246.86
Woolworths Travel Insurance,Comprehensive,17,days,17,days,70,74,184.36,368.73,368.73,169.86,339.71,339.71,145.45,290.9,290.9,111.62,223.25,223.25,106.56,213.12,213.12,125.42,250.83,250.83
Woolworths Travel Insurance,Comprehensive,18,days,18,days,70,74,216.49,432.99,432.99,174.81,349.62,349.62,148.85,297.69,297.69,116.71,233.41,233.41,109.93,219.87,219.87,129.39,258.78,258.78
Woolworths Travel Insurance,Comprehensive,19,days,19,days,70,74,221.58,443.16,443.16,178.1,356.21,356.21,153.91,307.82,307.82,120.08,240.16,240.16,111.62,223.25,223.25,131.38,262.75,262.75
Woolworths Travel Insurance,Comprehensive,20,days,20,days,70,74,226.64,453.28,453.28,183.05,366.09,366.09,155.6,311.2,311.2,121.78,243.56,243.56,115.02,230.04,230.04,135.37,270.75,270.75
Woolworths Travel Insurance,Comprehensive,21,days,21,days,70,74,233.4,466.81,466.81,187.99,375.98,375.98,160.68,321.36,321.36,125.17,250.33,250.33,116.71,233.41,233.41,137.36,274.72,274.72
Woolworths Travel Insurance,Comprehensive,22,days,22,days,70,74,240.17,480.35,480.35,192.94,385.89,385.89,164.06,328.12,328.12,126.84,253.69,253.69,120.08,240.16,240.16,141.33,282.66,282.66
Woolworths Travel Insurance,Comprehensive,23,days,23,days,70,74,245.25,490.5,490.5,197.89,395.77,395.77,169.14,338.28,338.28,130.24,260.48,260.48,121.78,243.56,243.56,143.33,286.66,286.66
Woolworths Travel Insurance,Comprehensive,24,days,24,days,70,74,252.01,504.02,504.02,202.84,405.68,405.68,172.52,345.04,345.04,131.93,263.86,263.86,125.17,250.33,250.33,147.32,294.63,294.63
Woolworths Travel Insurance,Comprehensive,25,days,25,days,70,74,257.09,514.19,514.19,207.78,415.57,415.57,177.59,355.18,355.18,135.3,270.61,270.61,126.84,253.69,253.69,149.29,298.58,298.58
Woolworths Travel Insurance,Comprehensive,26,days,26,days,70,74,262.16,524.32,524.32,212.74,425.47,425.47,179.29,358.58,358.58,138.69,277.38,277.38,131.93,263.86,263.86,155.27,310.55,310.55
Woolworths Travel Insurance,Comprehensive,27,days,27,days,70,74,267.24,534.48,534.48,217.68,435.36,435.36,184.36,368.73,368.73,140.39,280.77,280.77,135.3,270.61,270.61,159.25,318.49,318.49
Woolworths Travel Insurance,Comprehensive,28,days,28,days,70,74,275.69,551.38,551.38,222.62,445.24,445.24,187.74,375.48,375.48,143.76,287.53,287.53,138.69,277.38,277.38,163.23,326.46,326.46
Woolworths Travel Insurance,Comprehensive,29,days,29,days,70,74,284.15,568.3,568.3,227.57,455.13,455.13,192.81,385.63,385.63,145.45,290.9,290.9,140.39,280.77,280.77,165.23,330.46,330.46
Woolworths Travel Insurance,Comprehensive,30,days,30,days,70,74,290.91,581.82,581.82,235.81,471.63,471.63,197.89,395.77,395.77,150.53,301.07,301.07,145.45,290.9,290.9,171.19,342.38,342.38
Woolworths Travel Insurance,Comprehensive,31,days,31,days,70,74,299.36,598.72,598.72,240.77,481.53,481.53,202.96,405.92,405.92,153.91,307.82,307.82,148.85,297.69,297.69,175.19,350.37,350.37
Woolworths Travel Insurance,Comprehensive,32,days,32,days,70,74,307.83,615.66,615.66,249.02,498.03,498.03,208.03,416.07,416.07,158.99,317.99,317.99,150.53,301.07,301.07,177.17,354.35,354.35
Woolworths Travel Insurance,Comprehensive,33,days,33,days,70,74,314.58,629.17,629.17,253.96,507.92,507.92,213.11,426.22,426.22,160.68,321.36,321.36,155.6,311.2,311.2,183.13,366.27,366.27
Woolworths Travel Insurance,Comprehensive,34,days,34,days,70,74,323.05,646.11,646.11,258.91,517.82,517.82,218.18,436.36,436.36,165.77,331.53,331.53,158.99,317.99,317.99,187.13,374.26,374.26
Woolworths Travel Insurance,Comprehensive,35,days,35,days,70,74,329.81,659.63,659.63,267.15,534.3,534.3,223.26,446.51,446.51,169.14,338.28,338.28,160.68,321.36,321.36,189.12,378.23,378.23
Woolworths Travel Insurance,Comprehensive,36,days,42,days,70,74,392.4,784.8,784.8,333.12,666.24,666.24,280.76,561.53,561.53,221.58,443.16,443.16,213.11,426.22,426.22,250.82,501.64,501.64
Woolworths Travel Insurance,Comprehensive,43,days,49,days,70,74,431.3,862.6,862.6,362.8,725.6,725.6,317.98,635.96,635.96,241.87,483.75,483.75,236.79,473.58,473.58,278.69,557.38,557.38
Woolworths Travel Insurance,Comprehensive,50,days,56,days,70,74,493.87,987.75,987.75,400.73,801.45,801.45,341.65,683.3,683.3,267.24,534.48,534.48,257.09,514.19,514.19,302.59,605.18,605.18
Woolworths Travel Insurance,Comprehensive,57,days,63,days,70,74,520.94,1041.88,1041.88,423.82,847.65,847.65,372.1,744.2,744.2,295.99,591.97,591.97,285.84,571.68,571.68,336.42,672.84,672.84
Woolworths Travel Insurance,Comprehensive,64,days,70,days,70,74,569.99,1139.98,1139.98,461.75,923.5,923.5,405.92,811.84,811.84,314.58,629.17,629.17,299.36,598.72,598.72,352.34,704.68,704.68
Woolworths Travel Insurance,Comprehensive,71,days,77,days,70,74,627.49,1254.98,1254.98,476.58,953.16,953.16,448.21,896.42,896.42,346.73,693.47,693.47,333.2,666.4,666.4,392.16,784.33,784.33
Woolworths Travel Insurance,Comprehensive,78,days,84,days,70,74,637.64,1275.27,1275.27,486.48,972.96,972.96,458.36,916.71,916.71,372.1,744.2,744.2,356.88,713.76,713.76,420.04,840.07,840.07
Woolworths Travel Insurance,Comprehensive,85,days,90,days,70,74,642.72,1285.44,1285.44,491.43,982.86,982.86,463.43,926.86,926.86,385.63,771.25,771.25,367.03,734.06,734.06,431.98,863.96,863.96
Woolworths Travel Insurance,Comprehensive,91,days,119,days,70,74,774.65,1549.29,1549.29,593.67,1187.34,1187.34,559.85,1119.7,1119.7,436.38,872.77,872.77,419.46,838.93,838.93,493.69,987.39,987.39
Woolworths Travel Insurance,Comprehensive,120,days,149,days,70,74,903.19,1806.38,1806.38,689.32,1378.64,1378.64,642.72,1285.44,1285.44,507.42,1014.83,1014.83,487.11,974.22,974.22,573.31,1146.62,1146.62
Woolworths Travel Insurance,Comprehensive,150,days,179,days,70,74,1038.5,2077.01,2077.01,791.56,1583.11,1583.11,739.13,1478.26,1478.26,561.54,1123.08,1123.08,559.85,1119.7,1119.7,658.92,1317.85,1317.85
Woolworths Travel Insurance,Comprehensive,180,days,209,days,70,74,1178.88,2357.76,2357.76,900.41,1800.81,1800.81,845.67,1691.34,1691.34,668.09,1336.18,1336.18,637.64,1275.27,1275.27,750.47,1500.95,1500.95
Woolworths Travel Insurance,Comprehensive,210,days,239,days,70,74,1298.97,2597.95,2597.95,989.45,1978.91,1978.91,928.56,1857.12,1857.12,735.75,1471.49,1471.49,705.3,1410.61,1410.61,830.12,1660.23,1660.23
Woolworths Travel Insurance,Comprehensive,240,days,269,days,70,74,1429.2,2858.41,2858.41,1088.4,2176.79,2176.79,1019.89,2039.77,2039.77,811.86,1623.72,1623.72,769.56,1539.13,1539.13,905.75,1811.5,1811.5
Woolworths Travel Insurance,Comprehensive,270,days,299,days,70,74,1550.97,3101.95,3101.95,1182.39,2364.77,2364.77,1095.99,2191.98,2191.98,874.44,1748.89,1748.89,832.15,1664.29,1664.29,979.41,1958.81,1958.81
Woolworths Travel Insurance,Comprehensive,300,days,329,days,70,74,1671.08,3342.15,3342.15,1273.1,2546.2,2546.2,1180.58,2361.16,2361.16,947.17,1894.33,1894.33,903.19,1806.38,1806.38,1063.02,2126.04,2126.04
Woolworths Travel Insurance,Comprehensive,330,days,366,days,70,74,1764.09,3528.18,3528.18,1348.96,2697.91,2697.91,1246.54,2493.07,2493.07,1001.29,2002.58,2002.58,957.31,1914.63,1914.63,1126.72,2253.44,2253.44
Woolworths Travel Insurance,Comprehensive,3,days,3,days,75,79,116.6,233.19,233.19,103.95,207.89,207.89,93.29,186.57,186.57,86.62,173.23,173.23,86.62,173.23,173.23,101.94,203.89,203.89
Woolworths Travel Insurance,Comprehensive,4,days,4,days,75,79,159.91,319.82,319.82,136.43,272.86,272.86,123.27,246.53,246.53,116.6,233.19,233.19,116.6,233.19,233.19,137.23,274.46,274.46
Woolworths Travel Insurance,Comprehensive,5,days,5,days,75,79,199.89,399.77,399.77,168.9,337.8,337.8,153.26,306.52,306.52,149.91,299.82,299.82,126.6,253.21,253.21,149.01,298.01,298.01
Woolworths Travel Insurance,Comprehensive,6,days,6,days,75,79,229.87,459.73,459.73,201.39,402.79,402.79,173.23,346.46,346.46,159.91,319.82,319.82,129.93,259.86,259.86,152.92,305.84,305.84
Woolworths Travel Insurance,Comprehensive,7,days,7,days,75,79,259.86,519.71,519.71,224.12,448.24,448.24,199.89,399.77,399.77,169.91,339.81,339.81,139.92,279.83,279.83,164.67,329.35,329.35
Woolworths Travel Insurance,Comprehensive,8,days,8,days,75,79,276.51,553.03,553.03,233.86,467.71,467.71,206.56,413.11,413.11,173.23,346.46,346.46,143.25,286.5,286.5,168.6,337.2,337.2
Woolworths Travel Insurance,Comprehensive,9,days,9,days,75,79,259.86,519.71,519.71,250.11,500.22,500.22,216.55,433.11,433.11,179.9,359.8,359.8,149.91,299.82,299.82,176.44,352.88,352.88
Woolworths Travel Insurance,Comprehensive,10,days,10,days,75,79,273.18,546.36,546.36,259.86,519.71,519.71,226.54,453.08,453.08,183.24,366.48,366.48,153.26,306.52,306.52,180.38,360.76,360.76
Woolworths Travel Insurance,Comprehensive,11,days,11,days,75,79,286.5,573,573,269.6,539.2,539.2,236.54,473.08,473.08,189.9,379.8,379.8,156.58,313.17,313.17,184.29,368.59,368.59
Woolworths Travel Insurance,Comprehensive,12,days,12,days,75,79,303.17,606.34,606.34,285.84,571.68,571.68,246.53,493.07,493.07,193.21,386.43,386.43,163.23,326.47,326.47,192.12,384.24,384.24
Woolworths Travel Insurance,Comprehensive,13,days,13,days,75,79,319.82,639.64,639.64,295.58,591.17,591.17,249.87,499.74,499.74,199.89,399.77,399.77,166.57,333.14,333.14,196.05,392.09,392.09
Woolworths Travel Insurance,Comprehensive,14,days,14,days,75,79,333.15,666.3,666.3,308.57,617.15,617.15,259.86,519.71,519.71,206.56,413.11,413.11,169.91,339.81,339.81,199.97,399.95,399.95
Woolworths Travel Insurance,Comprehensive,15,days,15,days,75,79,343.14,686.27,686.27,315.08,630.15,630.15,273.18,546.36,546.36,209.88,419.77,419.77,176.57,353.13,353.13,207.81,415.63,415.63
Woolworths Travel Insurance,Comprehensive,16,days,16,days,75,79,349.8,699.6,699.6,324.82,649.64,649.64,276.51,553.03,553.03,216.55,433.11,433.11,206.56,413.11,413.11,243.11,486.22,486.22
Woolworths Travel Insurance,Comprehensive,17,days,17,days,75,79,363.14,726.28,726.28,334.57,669.13,669.13,286.5,573,573,219.88,439.76,439.76,209.88,419.77,419.77,247.02,494.05,494.05
Woolworths Travel Insurance,Comprehensive,18,days,18,days,75,79,426.44,852.87,852.87,344.3,688.6,688.6,293.17,586.35,586.35,229.87,459.73,459.73,216.55,433.11,433.11,254.88,509.75,509.75
Woolworths Travel Insurance,Comprehensive,19,days,19,days,75,79,436.42,872.85,872.85,350.8,701.61,701.61,303.17,606.34,606.34,236.54,473.08,473.08,219.88,439.76,439.76,258.79,517.58,517.58
Woolworths Travel Insurance,Comprehensive,20,days,20,days,75,79,446.42,892.84,892.84,360.55,721.1,721.1,306.5,612.99,612.99,239.87,479.75,479.75,226.54,453.08,453.08,266.63,533.26,533.26
Woolworths Travel Insurance,Comprehensive,21,days,21,days,75,79,459.74,919.49,919.49,370.29,740.59,740.59,316.48,632.96,632.96,246.53,493.07,493.07,229.87,459.73,459.73,270.54,541.09,541.09
Woolworths Travel Insurance,Comprehensive,22,days,22,days,75,79,473.07,946.13,946.13,380.03,760.06,760.06,323.15,646.31,646.31,249.87,499.74,499.74,236.54,473.08,473.08,278.4,556.79,556.79
Woolworths Travel Insurance,Comprehensive,23,days,23,days,75,79,483.06,966.12,966.12,389.79,779.57,779.57,333.15,666.3,666.3,256.51,513.02,513.02,239.87,479.75,479.75,282.32,564.64,564.64
Woolworths Travel Insurance,Comprehensive,24,days,24,days,75,79,496.38,992.77,992.77,399.52,799.04,799.04,339.82,679.64,679.64,259.86,519.71,519.71,246.53,493.07,493.07,290.16,580.32,580.32
Woolworths Travel Insurance,Comprehensive,25,days,25,days,75,79,506.38,1012.76,1012.76,409.28,818.55,818.55,349.8,699.6,699.6,266.52,533.04,533.04,249.87,499.74,499.74,294.09,588.18,588.18
Woolworths Travel Insurance,Comprehensive,26,days,26,days,75,79,516.38,1032.76,1032.76,419.01,838.02,838.02,353.14,706.29,706.29,273.18,546.36,546.36,259.86,519.71,519.71,305.84,611.68,611.68
Woolworths Travel Insurance,Comprehensive,27,days,27,days,75,79,526.36,1052.73,1052.73,428.76,857.52,857.52,363.14,726.28,726.28,276.51,553.03,553.03,266.52,533.04,533.04,313.68,627.36,627.36
Woolworths Travel Insurance,Comprehensive,28,days,28,days,75,79,543.03,1086.07,1086.07,438.5,877.01,877.01,369.78,739.56,739.56,283.18,566.35,566.35,273.18,546.36,546.36,321.52,643.04,643.04
Woolworths Travel Insurance,Comprehensive,29,days,29,days,75,79,559.68,1119.36,1119.36,448.25,896.5,896.5,379.79,759.58,759.58,286.5,573,573,276.51,553.03,553.03,325.45,650.9,650.9
Woolworths Travel Insurance,Comprehensive,30,days,30,days,75,79,573.02,1146.05,1146.05,464.5,928.99,928.99,389.79,779.57,779.57,296.5,593,593,286.5,573,573,337.2,674.4,674.4
Woolworths Travel Insurance,Comprehensive,31,days,31,days,75,79,589.67,1179.34,1179.34,474.23,948.46,948.46,399.77,799.54,799.54,303.17,606.34,606.34,293.17,586.35,586.35,345.05,690.11,690.11
Woolworths Travel Insurance,Comprehensive,32,days,32,days,75,79,606.33,1212.66,1212.66,490.48,980.95,980.95,409.77,819.54,819.54,313.16,626.31,626.31,296.5,593,593,348.97,697.94,697.94
Woolworths Travel Insurance,Comprehensive,33,days,33,days,75,79,619.65,1239.3,1239.3,500.23,1000.46,1000.46,419.77,839.53,839.53,316.48,632.96,632.96,306.5,612.99,612.99,360.73,721.47,721.47
Woolworths Travel Insurance,Comprehensive,34,days,34,days,75,79,636.31,1272.62,1272.62,509.97,1019.94,1019.94,429.75,859.5,859.5,326.48,652.96,652.96,313.16,626.31,626.31,368.57,737.15,737.15
Woolworths Travel Insurance,Comprehensive,35,days,35,days,75,79,649.64,1299.28,1299.28,526.2,1052.41,1052.41,439.75,879.5,879.5,333.15,666.3,666.3,316.48,632.96,632.96,372.49,744.98,744.98
Woolworths Travel Insurance,Comprehensive,36,days,42,days,75,79,772.91,1545.82,1545.82,656.13,1312.27,1312.27,553.03,1106.06,1106.06,436.42,872.85,872.85,419.77,839.53,839.53,494.05,988.1,988.1
Woolworths Travel Insurance,Comprehensive,43,days,49,days,75,79,849.53,1699.06,1699.06,714.6,1429.19,1429.19,626.32,1252.65,1252.65,476.4,952.8,952.8,466.4,932.81,932.81,548.94,1097.88,1097.88
Woolworths Travel Insurance,Comprehensive,50,days,56,days,75,79,972.8,1945.59,1945.59,789.31,1578.61,1578.61,672.95,1345.9,1345.9,526.36,1052.73,1052.73,506.38,1012.76,1012.76,595.99,1191.98,1191.98
Woolworths Travel Insurance,Comprehensive,57,days,63,days,75,79,1026.09,2052.19,2052.19,834.79,1669.58,1669.58,732.92,1465.84,1465.84,583,1166,1166,563.03,1126.05,1126.05,662.66,1325.32,1325.32
Woolworths Travel Insurance,Comprehensive,64,days,70,days,75,79,1122.71,2245.41,2245.41,909.49,1818.98,1818.98,799.55,1599.11,1599.11,619.65,1239.3,1239.3,589.67,1179.34,1179.34,694.02,1388.04,1388.04
Woolworths Travel Insurance,Comprehensive,71,days,77,days,75,79,1235.98,2471.96,2471.96,938.72,1877.43,1877.43,882.83,1765.67,1765.67,682.95,1365.9,1365.9,656.3,1312.61,1312.61,772.44,1544.89,1544.89
Woolworths Travel Insurance,Comprehensive,78,days,84,days,75,79,1255.97,2511.94,2511.94,958.22,1916.43,1916.43,902.83,1805.66,1805.66,732.92,1465.84,1465.84,702.94,1405.88,1405.88,827.34,1654.67,1654.67
Woolworths Travel Insurance,Comprehensive,85,days,90,days,75,79,1265.96,2531.92,2531.92,967.97,1935.95,1935.95,912.82,1825.65,1825.65,759.57,1519.13,1519.13,722.94,1445.87,1445.87,850.87,1701.74,1701.74
