POLICY,POLICY,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER ME,INSURER NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,271,days,300,days,60,69,864.79,1729.57,1729.57,659.27,1318.55,1318.55,611.11,1222.22,1222.22,487.56,975.12,975.12,463.99,927.97,927.97,546.09,1092.19,1092.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,301,days,330,days,60,69,931.75,1863.5,1863.5,709.85,1419.7,1419.7,658.26,1316.51,1316.51,528.12,1056.25,1056.25,503.6,1007.19,1007.19,592.71,1185.43,1185.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,331,days,366,days,60,69,983.62,1967.24,1967.24,752.15,1504.29,1504.29,695.04,1390.08,1390.08,558.29,1116.58,1116.58,533.77,1067.55,1067.55,628.23,1256.47,1256.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,1,days,3,days,70,74,47.36,94.72,94.72,42.22,84.45,84.45,37.89,75.78,75.78,35.19,70.38,70.38,35.19,70.38,70.38,41.42,82.83,82.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,4,days,4,days,70,74,64.94,129.88,129.88,55.41,110.82,110.82,50.06,100.12,100.12,47.36,94.72,94.72,47.36,94.72,94.72,55.74,111.48,111.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,5,days,5,days,70,74,81.18,162.36,162.36,68.6,137.19,137.19,62.24,124.48,124.48,60.9,121.8,121.8,51.42,102.83,102.83,60.51,121.03,121.03
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,6,days,6,days,70,74,93.36,186.72,186.72,81.8,163.59,163.59,70.35,140.71,140.71,64.94,129.88,129.88,52.77,105.54,105.54,62.11,124.22,124.22
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,7,days,7,days,70,74,105.54,211.09,211.09,91.03,182.05,182.05,81.18,162.36,162.36,69.01,138.02,138.02,56.83,113.66,113.66,66.89,133.77,133.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,8,days,8,days,70,74,112.3,224.6,224.6,94.98,189.96,189.96,83.89,167.79,167.79,70.35,140.71,140.71,58.18,116.37,116.37,68.48,136.96,136.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,9,days,9,days,70,74,105.54,211.09,211.09,101.59,203.18,203.18,87.95,175.9,175.9,73.07,146.13,146.13,60.9,121.8,121.8,71.67,143.35,143.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,10,days,10,days,70,74,110.94,221.89,221.89,105.54,211.09,211.09,92.01,184.01,184.01,74.42,148.85,148.85,62.24,124.48,124.48,73.26,146.51,146.51
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,11,days,11,days,70,74,116.37,232.74,232.74,109.5,219,219,96.07,192.15,192.15,77.14,154.27,154.27,63.6,127.2,127.2,74.85,149.7,149.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,12,days,12,days,70,74,123.13,246.25,246.25,116.09,232.19,232.19,100.13,200.26,200.26,78.48,156.96,156.96,66.3,132.6,132.6,78.03,156.06,156.06
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,13,days,13,days,70,74,129.9,259.79,259.79,120.05,240.1,240.1,101.48,202.95,202.95,81.18,162.36,162.36,67.64,135.28,135.28,79.61,159.22,159.22
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,14,days,14,days,70,74,135.31,270.62,270.62,125.32,250.65,250.65,105.54,211.09,211.09,83.89,167.79,167.79,69.01,138.02,138.02,81.22,162.45,162.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,15,days,15,days,70,74,139.37,278.73,278.73,127.97,255.95,255.95,110.94,221.89,221.89,85.25,170.5,170.5,71.71,143.42,143.42,84.4,168.8,168.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,16,days,16,days,70,74,142.08,284.16,284.16,131.93,263.86,263.86,112.3,224.6,224.6,87.95,175.9,175.9,83.89,167.79,167.79,98.74,197.48,197.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,17,days,17,days,70,74,147.49,294.98,294.98,135.89,271.77,271.77,116.37,232.74,232.74,89.29,178.59,178.59,85.25,170.5,170.5,100.34,200.67,200.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,18,days,18,days,70,74,173.19,346.37,346.37,139.84,279.68,279.68,119.08,238.17,238.17,93.36,186.72,186.72,87.95,175.9,175.9,103.51,207.03,207.03
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,19,days,19,days,70,74,177.26,354.51,354.51,142.49,284.98,284.98,123.13,246.25,246.25,96.07,192.15,192.15,89.29,178.59,178.59,105.09,210.19,210.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,20,days,20,days,70,74,181.31,362.62,362.62,146.44,292.87,292.87,124.48,248.97,248.97,97.43,194.86,194.86,92.01,184.01,184.01,108.29,216.57,216.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,21,days,21,days,70,74,186.72,373.45,373.45,150.39,300.78,300.78,128.54,257.08,257.08,100.13,200.26,200.26,93.36,186.72,186.72,109.88,219.77,219.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,22,days,22,days,70,74,192.14,384.27,384.27,154.35,308.7,308.7,131.24,262.48,262.48,101.48,202.95,202.95,96.07,192.15,192.15,113.08,226.15,226.15
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,23,days,23,days,70,74,196.19,392.39,392.39,158.32,316.63,316.63,135.31,270.62,270.62,104.19,208.38,208.38,97.43,194.86,194.86,114.67,229.35,229.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,24,days,24,days,70,74,201.61,403.21,403.21,162.27,324.54,324.54,138.02,276.04,276.04,105.54,211.09,211.09,100.13,200.26,200.26,117.85,235.7,235.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,25,days,25,days,70,74,205.68,411.35,411.35,166.23,332.46,332.46,142.08,284.16,284.16,108.24,216.49,216.49,101.48,202.95,202.95,119.43,238.87,238.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,26,days,26,days,70,74,209.72,419.44,419.44,170.18,340.37,340.37,143.43,286.87,286.87,110.94,221.89,221.89,105.54,211.09,211.09,124.22,248.44,248.44
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,27,days,27,days,70,74,213.79,427.58,427.58,174.14,348.28,348.28,147.49,294.98,294.98,112.3,224.6,224.6,108.24,216.49,216.49,127.4,254.8,254.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,28,days,28,days,70,74,220.56,441.12,441.12,178.1,356.19,356.19,150.19,300.38,300.38,115.01,230.03,230.03,110.94,221.89,221.89,130.58,261.16,261.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,29,days,29,days,70,74,227.33,454.65,454.65,182.05,364.11,364.11,154.25,308.49,308.49,116.37,232.74,232.74,112.3,224.6,224.6,132.17,264.35,264.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,30,days,30,days,70,74,232.73,465.45,465.45,188.66,377.32,377.32,158.32,316.63,316.63,120.43,240.85,240.85,116.37,232.74,232.74,136.96,273.93,273.93
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,31,days,31,days,70,74,239.5,478.99,478.99,192.61,385.23,385.23,162.37,324.75,324.75,123.13,246.25,246.25,119.08,238.17,238.17,140.16,280.31,280.31
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,32,days,32,days,70,74,246.27,492.53,492.53,199.21,398.42,398.42,166.43,332.86,332.86,127.2,254.39,254.39,120.43,240.85,240.85,141.74,283.47,283.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,33,days,33,days,70,74,251.67,503.33,503.33,203.18,406.35,406.35,170.49,340.97,340.97,128.54,257.08,257.08,124.48,248.97,248.97,146.51,293.02,293.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,34,days,34,days,70,74,258.44,516.87,516.87,207.13,414.26,414.26,174.54,349.08,349.08,132.61,265.22,265.22,127.2,254.39,254.39,149.7,299.41,299.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,35,days,35,days,70,74,263.86,527.72,527.72,213.73,427.45,427.45,178.61,357.22,357.22,135.31,270.62,270.62,128.54,257.08,257.08,151.29,302.57,302.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,36,days,42,days,70,74,313.92,627.84,627.84,266.5,533,533,224.61,449.23,449.23,177.26,354.51,354.51,170.49,340.97,340.97,200.66,401.31,401.31
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,43,days,49,days,70,74,345.04,690.08,690.08,290.23,580.47,580.47,254.38,508.76,508.76,193.49,386.99,386.99,189.42,378.85,378.85,222.95,445.89,445.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,50,days,56,days,70,74,395.1,790.2,790.2,320.58,641.15,641.15,273.32,546.63,546.63,213.79,427.58,427.58,205.68,411.35,411.35,242.07,484.15,484.15
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,57,days,63,days,70,74,416.75,833.5,833.5,339.06,678.13,678.13,297.68,595.36,595.36,236.78,473.57,473.57,228.67,457.34,457.34,269.14,538.27,538.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,64,days,70,days,70,74,456,912,912,369.4,738.81,738.81,324.75,649.49,649.49,251.67,503.33,503.33,239.5,478.99,478.99,281.88,563.76,563.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,71,days,77,days,70,74,501.99,1003.98,1003.98,381.26,762.52,762.52,358.57,717.13,717.13,277.39,554.77,554.77,266.56,533.12,533.12,313.73,627.46,627.46
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,78,days,84,days,70,74,510.11,1020.23,1020.23,389.18,778.37,778.37,366.69,733.38,733.38,297.68,595.36,595.36,285.51,571.02,571.02,336.04,672.07,672.07
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,85,days,91,days,70,74,514.18,1028.37,1028.37,393.14,786.28,786.28,370.75,741.5,741.5,308.51,617.01,617.01,293.62,587.25,587.25,345.59,691.17,691.17
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,92,days,120,days,70,74,619.73,1239.45,1239.45,474.94,949.87,949.87,447.87,895.74,895.74,349.11,698.22,698.22,335.57,671.14,671.14,394.96,789.91,789.91
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,121,days,150,days,70,74,722.56,1445.12,1445.12,551.46,1102.91,1102.91,514.18,1028.37,1028.37,405.93,811.85,811.85,389.69,779.37,779.37,458.65,917.29,917.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,151,days,180,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,181,days,210,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,211,days,240,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,241,days,270,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,271,days,300,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,301,days,330,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,331,days,366,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,1,days,3,days,75,79,93.27,186.55,186.55,83.16,166.33,166.33,74.62,149.25,149.25,69.3,138.6,138.6,69.3,138.6,138.6,81.56,163.13,163.13
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,4,days,4,days,75,79,127.92,255.85,255.85,109.14,218.27,218.27,98.61,197.22,197.22,93.27,186.55,186.55,93.27,186.55,186.55,109.78,219.56,219.56
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,5,days,5,days,75,79,159.91,319.82,319.82,135.12,270.24,270.24,122.6,245.2,245.2,119.94,239.87,239.87,101.29,202.57,202.57,119.21,238.42,238.42
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,6,days,6,days,75,79,183.89,367.77,367.77,161.12,322.23,322.23,138.59,277.17,277.17,127.92,255.85,255.85,103.95,207.9,207.9,122.34,244.69,244.69
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,7,days,7,days,75,79,207.89,415.77,415.77,179.3,358.6,358.6,159.91,319.82,319.82,135.92,271.85,271.85,111.94,223.87,223.87,131.75,263.49,263.49
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,8,days,8,days,75,79,221.21,442.42,442.42,187.09,374.18,374.18,165.25,330.5,330.5,138.59,277.17,277.17,114.6,229.2,229.2,134.88,269.76,269.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,9,days,9,days,75,79,207.89,415.77,415.77,200.09,400.17,400.17,173.24,346.47,346.47,143.92,287.85,287.85,119.94,239.87,239.87,141.16,282.32,282.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,10,days,10,days,75,79,218.55,437.1,437.1,207.89,415.77,415.77,181.22,362.45,362.45,146.59,293.17,293.17,122.6,245.2,245.2,144.29,288.59,288.59
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,11,days,11,days,75,79,229.2,458.4,458.4,215.69,431.37,431.37,189.22,378.45,378.45,151.92,303.85,303.85,125.26,250.52,250.52,147.43,294.86,294.86
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,12,days,12,days,75,79,242.54,485.07,485.07,228.67,457.34,457.34,197.22,394.45,394.45,154.57,309.15,309.15,130.59,261.17,261.17,153.7,307.39,307.39
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,13,days,13,days,75,79,255.86,511.72,511.72,236.47,472.94,472.94,199.9,399.8,399.8,159.91,319.82,319.82,133.25,266.5,266.5,156.83,313.66,313.66
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,14,days,14,days,75,79,266.52,533.05,533.05,246.86,493.71,493.71,207.89,415.77,415.77,165.25,330.5,330.5,135.92,271.85,271.85,159.98,319.95,319.95
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,15,days,15,days,75,79,274.51,549.02,549.02,252.06,504.11,504.11,218.55,437.1,437.1,167.91,335.82,335.82,141.25,282.5,282.5,166.24,332.49,332.49
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,16,days,16,days,75,79,279.84,559.67,559.67,259.85,519.71,519.71,221.21,442.42,442.42,173.24,346.47,346.47,165.25,330.5,330.5,194.49,388.98,388.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,17,days,17,days,75,79,290.51,581.02,581.02,267.65,535.31,535.31,229.2,458.4,458.4,175.9,351.8,351.8,167.91,335.82,335.82,197.63,395.25,395.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,18,days,18,days,75,79,341.15,682.3,682.3,275.44,550.88,550.88,234.54,469.07,469.07,183.89,367.77,367.77,173.24,346.47,346.47,203.89,407.79,407.79
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,19,days,19,days,75,79,349.13,698.27,698.27,280.64,561.28,561.28,242.54,485.07,485.07,189.22,378.45,378.45,175.9,351.8,351.8,207.03,414.05,414.05
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,20,days,20,days,75,79,357.13,714.27,714.27,288.44,576.88,576.88,245.2,490.4,490.4,191.9,383.8,383.8,181.22,362.45,362.45,213.29,426.59,426.59
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,21,days,21,days,75,79,367.8,735.59,735.59,296.24,592.47,592.47,253.19,506.37,506.37,197.22,394.45,394.45,183.89,367.77,367.77,216.43,432.85,432.85
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,22,days,22,days,75,79,378.45,756.89,756.89,304.02,608.05,608.05,258.52,517.05,517.05,199.9,399.8,399.8,189.22,378.45,378.45,222.71,445.42,445.42
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,23,days,23,days,75,79,386.45,772.89,772.89,311.84,623.67,623.67,266.52,533.05,533.05,205.21,410.42,410.42,191.9,383.8,383.8,225.86,451.72,451.72
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,24,days,24,days,75,79,397.11,794.22,794.22,319.62,639.24,639.24,271.85,543.7,543.7,207.89,415.77,415.77,197.22,394.45,394.45,232.12,464.25,464.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,25,days,25,days,75,79,405.11,810.22,810.22,327.42,654.84,654.84,279.84,559.67,559.67,213.22,426.45,426.45,199.9,399.8,399.8,235.27,470.55,470.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,26,days,26,days,75,79,413.11,826.22,826.22,335.21,670.41,670.41,282.51,565.02,565.02,218.55,437.1,437.1,207.89,415.77,415.77,244.67,489.35,489.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,27,days,27,days,75,79,421.1,842.19,842.19,343.01,686.01,686.01,290.51,581.02,581.02,221.21,442.42,442.42,213.22,426.45,426.45,250.96,501.91,501.91
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,28,days,28,days,75,79,434.42,868.84,868.84,350.81,701.61,701.61,295.82,591.65,591.65,226.54,453.07,453.07,218.55,437.1,437.1,257.22,514.45,514.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,29,days,29,days,75,79,447.75,895.49,895.49,358.6,717.21,717.21,303.84,607.67,607.67,229.2,458.4,458.4,221.21,442.42,442.42,260.36,520.71,520.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,30,days,30,days,75,79,458.42,916.84,916.84,371.6,743.21,743.21,311.84,623.67,623.67,237.2,474.4,474.4,229.2,458.4,458.4,269.76,539.52,539.52
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,31,days,31,days,75,79,471.73,943.47,943.47,379.39,758.78,758.78,319.82,639.65,639.65,242.54,485.07,485.07,234.54,469.07,469.07,276.04,552.08,552.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,32,days,32,days,75,79,485.06,970.12,970.12,392.37,784.75,784.75,327.81,655.62,655.62,250.52,501.05,501.05,237.2,474.4,474.4,279.17,558.35,558.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,33,days,33,days,75,79,495.72,991.44,991.44,400.19,800.37,800.37,335.81,671.62,671.62,253.19,506.37,506.37,245.2,490.4,490.4,288.59,577.18,577.18
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,34,days,34,days,75,79,509.05,1018.09,1018.09,407.97,815.95,815.95,343.8,687.59,687.59,261.19,522.37,522.37,250.52,501.05,501.05,294.86,589.71,589.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,35,days,35,days,75,79,519.71,1039.42,1039.42,420.96,841.92,841.92,351.8,703.59,703.59,266.52,533.05,533.05,253.19,506.37,506.37,297.99,595.98,595.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,36,days,42,days,75,79,618.32,1236.64,1236.64,524.91,1049.82,1049.82,442.42,884.84,884.84,349.13,698.27,698.27,335.81,671.62,671.62,395.24,790.47,790.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,43,days,49,days,75,79,679.62,1359.24,1359.24,571.68,1143.35,1143.35,501.06,1002.12,1002.12,381.12,762.24,762.24,373.12,746.24,746.24,439.15,878.3,878.3
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,50,days,56,days,75,79,778.23,1556.46,1556.46,631.44,1262.89,1262.89,538.36,1076.72,1076.72,421.1,842.19,842.19,405.11,810.22,810.22,476.8,953.6,953.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,57,days,63,days,75,79,820.87,1641.74,1641.74,667.83,1335.65,1335.65,586.33,1172.67,1172.67,466.41,932.82,932.82,450.42,900.84,900.84,530.13,1060.26,1060.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,64,days,70,days,75,79,898.17,1796.34,1796.34,727.58,1455.16,1455.16,639.65,1279.29,1279.29,495.72,991.44,991.44,471.73,943.47,943.47,555.21,1110.43,1110.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,71,days,77,days,75,79,988.78,1977.56,1977.56,750.98,1501.96,1501.96,706.27,1412.54,1412.54,546.36,1092.72,1092.72,525.03,1050.07,1050.07,617.94,1235.89,1235.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,78,days,84,days,75,79,1004.78,2009.56,2009.56,766.56,1533.13,1533.13,722.26,1444.51,1444.51,586.33,1172.67,1172.67,562.36,1124.72,1124.72,661.87,1323.75,1323.75
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,85,days,91,days,75,79,1012.77,2025.54,2025.54,774.38,1548.75,1548.75,730.26,1460.51,1460.51,607.66,1215.32,1215.32,578.35,1156.69,1156.69,680.69,1361.38,1361.38
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,92,days,120,days,75,79,1220.64,2441.28,2441.28,935.47,1870.94,1870.94,882.18,1764.36,1764.36,687.62,1375.24,1375.24,660.97,1321.94,1321.94,777.94,1555.87,1555.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,121,days,150,days,75,79,1423.2,2846.4,2846.4,1086.19,2172.37,2172.37,1012.77,2025.54,2025.54,799.56,1599.11,1599.11,767.57,1535.14,1535.14,903.4,1806.8,1806.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,151,days,180,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,181,days,210,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,211,days,240,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,241,days,270,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,271,days,300,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,301,days,330,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic_0_Excess,331,days,366,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,1,days,3,days,18,59,43.48,86.96,86.96,38.76,77.51,77.51,34.8,69.6,69.6,32.3,64.6,64.6,32.3,64.6,64.6,38.02,76.03,76.03
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,4,days,4,days,18,59,59.64,119.28,119.28,50.89,101.78,101.78,45.98,91.96,91.96,43.48,86.96,86.96,43.48,86.96,86.96,51.17,102.35,102.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,5,days,5,days,18,59,74.56,149.12,149.12,62.99,125.99,125.99,57.14,114.29,114.29,55.91,111.82,111.82,47.22,94.44,94.44,55.58,111.16,111.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,6,days,6,days,18,59,85.74,171.48,171.48,75.11,150.23,150.23,64.6,129.21,129.21,59.64,119.28,119.28,48.46,96.93,96.93,57.04,114.08,114.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,7,days,7,days,18,59,96.9,193.81,193.81,83.6,167.21,167.21,74.56,149.12,149.12,63.36,126.72,126.72,52.18,104.36,104.36,61.42,122.83,122.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,8,days,8,days,18,59,103.12,206.24,206.24,87.22,174.44,174.44,77.02,154.05,154.05,64.6,129.21,129.21,53.43,106.85,106.85,62.88,125.76,125.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,9,days,9,days,18,59,96.9,193.81,193.81,93.29,186.57,186.57,80.77,161.53,161.53,67.1,134.2,134.2,55.91,111.82,111.82,65.81,131.61,131.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,10,days,10,days,18,59,101.89,203.78,203.78,96.9,193.81,193.81,84.48,168.97,168.97,68.35,136.69,136.69,57.14,114.29,114.29,67.25,134.51,134.51
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,11,days,11,days,18,59,106.86,213.73,213.73,100.55,201.09,201.09,88.23,176.45,176.45,70.82,141.64,141.64,58.4,116.8,116.8,68.73,137.47,137.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,12,days,12,days,18,59,113.07,226.13,226.13,106.6,213.2,213.2,91.94,183.89,183.89,72.06,144.12,144.12,60.89,121.77,121.77,71.66,143.32,143.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,13,days,13,days,18,59,119.28,238.57,238.57,110.24,220.48,220.48,93.19,186.37,186.37,74.56,149.12,149.12,62.14,124.28,124.28,73.14,146.28,146.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,14,days,14,days,18,59,124.24,248.49,248.49,115.08,230.15,230.15,96.9,193.81,193.81,77.02,154.05,154.05,63.36,126.72,126.72,74.57,149.14,149.14
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,15,days,15,days,18,59,127.97,255.95,255.95,117.5,235,235,101.89,203.78,203.78,78.28,156.56,156.56,65.86,131.72,131.72,77.51,155.03,155.03
