POLICY,POLICY,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER ME,INSURER NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,16,days,16,days,18,59,130.46,260.92,260.92,121.14,242.28,242.28,103.12,206.24,206.24,80.77,161.53,161.53,77.02,154.05,154.05,90.65,181.31,181.31
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,17,days,17,days,18,59,135.42,270.84,270.84,124.78,249.57,249.57,106.86,213.73,213.73,82.01,164.02,164.02,78.28,156.56,156.56,92.13,184.26,184.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,18,days,18,days,18,59,159.04,318.09,318.09,128.41,256.83,256.83,109.32,218.65,218.65,85.74,171.48,171.48,80.77,161.53,161.53,95.06,190.12,190.12
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,19,days,19,days,18,59,162.76,325.52,325.52,130.84,261.68,261.68,113.07,226.13,226.13,88.23,176.45,176.45,82.01,164.02,164.02,96.52,193.04,193.04
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,20,days,20,days,18,59,166.5,333.01,333.01,134.45,268.91,268.91,114.32,228.65,228.65,89.44,178.89,178.89,84.48,168.97,168.97,99.43,198.87,198.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,21,days,21,days,18,59,171.47,342.93,342.93,138.11,276.22,276.22,118.04,236.08,236.08,91.94,183.89,183.89,85.74,171.48,171.48,100.91,201.82,201.82
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,22,days,22,days,18,59,176.43,352.85,352.85,141.74,283.48,283.48,120.53,241.05,241.05,93.19,186.37,186.37,88.23,176.45,176.45,103.84,207.68,207.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,23,days,23,days,18,59,180.16,360.31,360.31,145.38,290.76,290.76,124.24,248.49,248.49,95.66,191.32,191.32,89.44,178.89,178.89,105.27,210.54,210.54
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,24,days,24,days,18,59,185.14,370.28,370.28,149,298,298,126.74,253.49,253.49,96.9,193.81,193.81,91.94,183.89,183.89,108.21,216.43,216.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,25,days,25,days,18,59,188.85,377.69,377.69,152.64,305.28,305.28,130.46,260.92,260.92,99.4,198.81,198.81,93.19,186.37,186.37,109.68,219.35,219.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,26,days,26,days,18,59,192.59,385.18,385.18,156.27,312.54,312.54,131.7,263.41,263.41,101.89,203.78,203.78,96.9,193.81,193.81,114.05,228.1,228.1
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,27,days,27,days,18,59,196.31,392.61,392.61,159.91,319.82,319.82,135.42,270.84,270.84,103.12,206.24,206.24,99.4,198.81,198.81,116.99,233.99,233.99
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,28,days,28,days,18,59,202.52,405.05,405.05,163.54,327.08,327.08,137.92,275.84,275.84,105.62,211.24,211.24,101.89,203.78,203.78,119.92,239.84,239.84
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,29,days,29,days,18,59,208.73,417.45,417.45,167.17,334.34,334.34,141.65,283.3,283.3,106.86,213.73,213.73,103.12,206.24,206.24,121.37,242.74,242.74
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,30,days,30,days,18,59,213.71,427.43,427.43,173.24,346.47,346.47,145.38,290.76,290.76,110.58,221.16,221.16,106.86,213.73,213.73,125.77,251.55,251.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,31,days,31,days,18,59,219.92,439.83,439.83,176.87,353.73,353.73,149.09,298.17,298.17,113.07,226.13,226.13,109.32,218.65,218.65,128.67,257.34,257.34
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,32,days,32,days,18,59,226.13,452.27,452.27,182.93,365.86,365.86,152.83,305.66,305.66,116.78,233.57,233.57,110.58,221.16,221.16,130.15,260.3,260.3
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,33,days,33,days,18,59,231.11,462.21,462.21,186.55,373.1,373.1,156.55,313.09,313.09,118.04,236.08,236.08,114.32,228.65,228.65,134.55,269.11,269.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,34,days,34,days,18,59,237.32,474.65,474.65,190.19,380.38,380.38,160.28,320.55,320.55,121.77,243.54,243.54,116.78,233.57,233.57,137.45,274.9,274.9
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,35,days,35,days,18,59,242.28,484.57,484.57,196.24,392.49,392.49,164.01,328.01,328.01,124.24,248.49,248.49,118.04,236.08,236.08,138.93,277.86,277.86
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,36,days,42,days,18,59,288.25,576.5,576.5,244.71,489.42,489.42,206.25,412.51,412.51,162.76,325.52,325.52,156.55,313.09,313.09,184.25,368.5,368.5
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,43,days,49,days,18,59,316.85,633.69,633.69,266.51,533.02,533.02,233.59,467.19,467.19,177.68,355.36,355.36,173.95,347.9,347.9,204.74,409.47,409.47
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,50,days,56,days,18,59,362.81,725.62,725.62,294.38,588.76,588.76,250.99,501.98,501.98,196.31,392.61,392.61,188.85,377.69,377.69,222.27,444.53,444.53
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,57,days,63,days,18,59,382.68,765.36,765.36,311.33,622.67,622.67,273.36,546.71,546.71,217.44,434.89,434.89,209.98,419.97,419.97,247.14,494.29,494.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,64,days,70,days,18,59,418.71,837.42,837.42,339.2,678.4,678.4,298.2,596.39,596.39,231.11,462.21,462.21,219.92,439.83,439.83,258.83,517.67,517.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,71,days,77,days,18,59,460.97,921.94,921.94,350.1,700.2,700.2,329.27,658.53,658.53,254.71,509.41,509.41,244.78,489.57,489.57,288.1,576.2,576.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,78,days,84,days,18,59,468.42,936.84,936.84,357.37,714.75,714.75,336.73,673.45,673.45,273.36,546.71,546.71,262.17,524.33,524.33,308.56,617.12,617.12
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,85,days,91,days,18,59,472.14,944.27,944.27,361,722.01,722.01,340.43,680.86,680.86,283.29,566.58,566.58,269.63,539.25,539.25,317.34,634.68,634.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,92,days,120,days,18,59,569.06,1138.13,1138.13,436.1,872.21,872.21,411.26,822.53,822.53,320.55,641.1,641.1,308.13,616.26,616.26,362.66,725.32,725.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,121,days,150,days,18,59,663.49,1326.99,1326.99,506.38,1012.77,1012.77,472.14,944.27,944.27,372.73,745.47,745.47,357.84,715.68,715.68,421.16,842.32,842.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,151,days,180,days,18,59,762.87,1525.74,1525.74,581.49,1162.97,1162.97,542.97,1085.94,1085.94,412.49,824.99,824.99,411.26,822.53,822.53,484.04,968.08,968.08
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,181,days,210,days,18,59,866.03,1732.06,1732.06,661.43,1322.87,1322.87,621.25,1242.49,1242.49,490.79,981.57,981.57,468.42,936.84,936.84,551.31,1102.62,1102.62
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,211,days,240,days,18,59,954.22,1908.44,1908.44,726.87,1453.73,1453.73,682.12,1364.24,1364.24,540.48,1080.96,1080.96,518.11,1036.23,1036.23,609.8,1219.6,1219.6
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,241,days,270,days,18,59,1049.9,2099.81,2099.81,799.54,1599.09,1599.09,749.21,1498.42,1498.42,596.41,1192.81,1192.81,565.33,1130.67,1130.67,665.38,1330.76,1330.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,271,days,300,days,18,59,1139.36,2278.72,2278.72,868.58,1737.16,1737.16,805.13,1610.27,1610.27,642.37,1284.74,1284.74,611.31,1222.63,1222.63,719.49,1438.98,1438.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,301,days,330,days,18,59,1227.57,2455.15,2455.15,935.22,1870.43,1870.43,867.25,1734.5,1734.5,695.8,1391.59,1391.59,663.49,1326.99,1326.99,780.91,1561.82,1561.82
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,331,days,366,days,18,59,1295.91,2591.81,2591.81,990.94,1981.88,1981.88,915.71,1831.43,1831.43,735.56,1471.11,1471.11,703.23,1406.46,1406.46,827.68,1655.35,1655.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,1,days,3,days,60,69,50.01,100.02,100.02,44.58,89.17,89.17,40,80,80,37.15,74.3,74.3,37.15,74.3,74.3,43.72,87.45,87.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,4,days,4,days,60,69,68.6,137.19,137.19,58.51,117.02,117.02,52.87,105.75,105.75,50.01,100.02,100.02,50.01,100.02,100.02,58.86,117.72,117.72
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,5,days,5,days,60,69,85.74,171.48,171.48,72.44,144.88,144.88,65.73,131.47,131.47,64.3,128.6,128.6,54.3,108.61,108.61,63.91,127.83,127.83
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,6,days,6,days,60,69,98.6,197.2,197.2,86.37,172.73,172.73,74.3,148.6,148.6,68.6,137.19,137.19,55.72,111.45,111.45,65.58,131.17,131.17
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,7,days,7,days,60,69,111.45,222.89,222.89,96.11,192.23,192.23,85.74,171.48,171.48,72.87,145.73,145.73,60.01,120.01,120.01,70.62,141.25,141.25
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,8,days,8,days,60,69,118.59,237.19,237.19,100.32,200.64,200.64,88.59,177.18,177.18,74.3,148.6,148.6,61.44,122.88,122.88,72.31,144.62,144.62
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,9,days,9,days,60,69,111.45,222.89,222.89,107.28,214.55,214.55,92.87,185.74,185.74,77.15,154.3,154.3,64.3,128.6,128.6,75.68,151.36,151.36
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,10,days,10,days,60,69,117.17,234.35,234.35,111.45,222.89,222.89,97.17,194.34,194.34,78.59,157.19,157.19,65.73,131.47,131.47,77.37,154.73,154.73
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,11,days,11,days,60,69,122.88,245.75,245.75,115.63,231.26,231.26,101.44,202.88,202.88,81.44,162.89,162.89,67.15,134.3,134.3,79.04,158.07,158.07
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,12,days,12,days,60,69,130.03,260.07,260.07,122.6,245.2,245.2,105.73,211.47,211.47,82.88,165.75,165.75,70,140.01,140.01,82.39,164.78,164.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,13,days,13,days,60,69,137.17,274.33,274.33,126.77,253.54,253.54,107.16,214.33,214.33,85.74,171.48,171.48,71.43,142.87,142.87,84.08,168.15,168.15
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,14,days,14,days,60,69,142.88,285.76,285.76,132.34,264.69,264.69,111.45,222.89,222.89,88.59,177.18,177.18,72.87,145.73,145.73,85.76,171.52,171.52
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,15,days,15,days,60,69,147.18,294.35,294.35,135.13,270.27,270.27,117.17,234.35,234.35,90.02,180.04,180.04,75.73,151.46,151.46,89.13,178.26,178.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,16,days,16,days,60,69,150.03,300.06,300.06,139.31,278.63,278.63,118.59,237.19,237.19,92.87,185.74,185.74,88.59,177.18,177.18,104.27,208.53,208.53
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,17,days,17,days,60,69,155.74,311.48,311.48,143.48,286.97,286.97,122.88,245.75,245.75,94.3,188.61,188.61,90.02,180.04,180.04,105.95,211.9,211.9
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,18,days,18,days,60,69,182.88,365.76,365.76,147.68,295.36,295.36,125.74,251.48,251.48,98.6,197.2,197.2,92.87,185.74,185.74,109.31,218.61,218.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,19,days,19,days,60,69,187.18,374.35,374.35,150.45,300.91,300.91,130.03,260.07,260.07,101.44,202.88,202.88,94.3,188.61,188.61,110.99,221.98,221.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,20,days,20,days,60,69,191.47,382.94,382.94,154.64,309.27,309.27,131.47,262.93,262.93,102.87,205.74,205.74,97.17,194.34,194.34,114.36,228.73,228.73
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,21,days,21,days,60,69,197.17,394.35,394.35,158.82,317.64,317.64,135.74,271.47,271.47,105.73,211.47,211.47,98.6,197.2,197.2,116.05,232.1,232.1
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,22,days,22,days,60,69,202.9,405.8,405.8,163,326,326,138.59,277.17,277.17,107.16,214.33,214.33,101.44,202.88,202.88,119.39,238.78,238.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,23,days,23,days,60,69,207.18,414.37,414.37,167.17,334.34,334.34,142.88,285.76,285.76,110.03,220.06,220.06,102.87,205.74,205.74,121.07,242.15,242.15
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,24,days,24,days,60,69,212.9,425.79,425.79,171.34,342.68,342.68,145.74,291.49,291.49,111.45,222.89,222.89,105.73,211.47,211.47,124.44,248.89,248.89
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,25,days,25,days,60,69,217.18,434.36,434.36,175.55,351.09,351.09,150.03,300.06,300.06,114.32,228.65,228.65,107.16,214.33,214.33,126.13,252.26,252.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,26,days,26,days,60,69,221.47,442.95,442.95,179.72,359.43,359.43,151.46,302.92,302.92,117.17,234.35,234.35,111.45,222.89,222.89,131.17,262.34,262.34
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,27,days,27,days,60,69,225.77,451.54,451.54,183.89,367.77,367.77,155.74,311.48,311.48,118.59,237.19,237.19,114.32,228.65,228.65,134.55,269.11,269.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,28,days,28,days,60,69,232.9,465.81,465.81,188.07,376.14,376.14,158.61,317.21,317.21,121.44,242.89,242.89,117.17,234.35,234.35,137.91,275.82,275.82
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,29,days,29,days,60,69,240.06,480.12,480.12,192.26,384.53,384.53,162.88,325.75,325.75,122.88,245.75,245.75,118.59,237.19,237.19,139.58,279.16,279.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,30,days,30,days,60,69,245.76,491.53,491.53,199.22,398.44,398.44,167.17,334.34,334.34,127.17,254.34,254.34,122.88,245.75,245.75,144.62,289.24,289.24
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,31,days,31,days,60,69,252.91,505.82,505.82,203.39,406.78,406.78,171.47,342.93,342.93,130.03,260.07,260.07,125.74,251.48,251.48,147.99,295.98,295.98
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,32,days,32,days,60,69,260.07,520.14,520.14,210.36,420.72,420.72,175.76,351.52,351.52,134.33,268.66,268.66,127.17,254.34,254.34,149.67,299.35,299.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,33,days,33,days,60,69,265.77,531.54,531.54,214.54,429.08,429.08,180.04,360.09,360.09,135.74,271.47,271.47,131.47,262.93,262.93,154.73,309.46,309.46
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,34,days,34,days,60,69,272.92,545.83,545.83,218.71,437.42,437.42,184.33,368.65,368.65,140.03,280.06,280.06,134.33,268.66,268.66,158.1,316.2,316.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,35,days,35,days,60,69,278.62,557.23,557.23,225.69,451.39,451.39,188.61,377.22,377.22,142.88,285.76,285.76,135.74,271.47,271.47,159.76,319.51,319.51
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,36,days,42,days,60,69,331.5,663,663,281.42,562.84,562.84,237.2,474.4,474.4,187.18,374.35,374.35,180.04,360.09,360.09,211.9,423.81,423.81
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,43,days,49,days,60,69,364.36,728.71,728.71,306.49,612.97,612.97,268.62,537.24,537.24,204.32,408.64,408.64,200.04,400.07,400.07,235.44,470.87,470.87
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,50,days,56,days,60,69,417.23,834.46,834.46,338.54,677.07,677.07,288.61,577.23,577.23,225.77,451.54,451.54,217.18,434.36,434.36,255.61,511.22,511.22
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,57,days,63,days,60,69,440.09,880.17,880.17,358.05,716.1,716.1,314.35,628.69,628.69,250.06,500.12,500.12,241.48,482.96,482.96,284.21,568.43,568.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,64,days,70,days,60,69,481.52,963.03,963.03,390.08,780.15,780.15,342.93,685.86,685.86,265.77,531.54,531.54,252.91,505.82,505.82,297.66,595.33,595.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,71,days,77,days,60,69,530.11,1060.21,1060.21,402.62,805.25,805.25,378.65,757.3,757.3,292.91,585.82,585.82,281.49,562.99,562.99,331.31,662.61,662.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,78,days,84,days,60,69,538.69,1077.37,1077.37,410.97,821.95,821.95,387.23,774.45,774.45,314.35,628.69,628.69,301.5,603,603,354.85,709.71,709.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,85,days,91,days,60,69,542.97,1085.94,1085.94,415.14,830.29,830.29,391.51,783.02,783.02,325.79,651.58,651.58,310.05,620.1,620.1,364.92,729.84,729.84
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,92,days,120,days,60,69,654.41,1308.83,1308.83,501.52,1003.05,1003.05,472.95,945.9,945.9,368.64,737.28,737.28,354.35,708.69,708.69,417.05,834.11,834.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,121,days,150,days,60,69,763.01,1526.02,1526.02,582.33,1164.65,1164.65,542.97,1085.94,1085.94,428.66,857.31,857.31,411.51,823.03,823.03,484.34,968.67,968.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,151,days,180,days,60,69,877.32,1754.64,1754.64,668.71,1337.41,1337.41,624.41,1248.82,1248.82,474.38,948.77,948.77,472.95,945.9,945.9,556.65,1113.29,1113.29
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,181,days,210,days,60,69,995.9,1991.8,1991.8,760.65,1521.3,1521.3,714.43,1428.87,1428.87,564.41,1128.81,1128.81,538.69,1077.37,1077.37,634.01,1268.02,1268.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,211,days,240,days,60,69,1097.36,2194.73,2194.73,835.89,1671.78,1671.78,784.44,1568.87,1568.87,621.55,1243.1,1243.1,595.83,1191.66,1191.66,701.27,1402.53,1402.53
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,241,days,270,days,60,69,1207.38,2414.76,2414.76,919.47,1838.94,1838.94,861.61,1723.22,1723.22,685.85,1371.7,1371.7,650.14,1300.29,1300.29,765.2,1530.39,1530.39
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,271,days,300,days,60,69,1310.26,2620.52,2620.52,998.89,1997.78,1997.78,925.91,1851.82,1851.82,738.72,1477.44,1477.44,702.99,1405.98,1405.98,827.4,1654.79,1654.79
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,301,days,330,days,60,69,1411.72,2823.45,2823.45,1075.5,2151,2151,997.35,1994.69,1994.69,800.17,1600.34,1600.34,763.01,1526.02,1526.02,898.03,1796.07,1796.07
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,331,days,366,days,60,69,1490.3,2980.61,2980.61,1139.59,2279.17,2279.17,1053.08,2106.16,2106.16,845.89,1691.77,1691.77,808.72,1617.45,1617.45,951.84,1903.68,1903.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,1,days,3,days,70,74,71.76,143.52,143.52,63.96,127.92,127.92,57.41,114.81,114.81,53.31,106.62,106.62,53.31,106.62,106.62,62.75,125.49,125.49
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,4,days,4,days,70,74,98.4,196.8,196.8,83.96,167.91,167.91,75.86,151.71,151.71,71.76,143.52,143.52,71.76,143.52,143.52,84.46,168.92,168.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,5,days,5,days,70,74,123,246,246,103.94,207.87,207.87,94.3,188.61,188.61,92.27,184.54,184.54,77.89,155.78,155.78,91.67,183.35,183.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,6,days,6,days,70,74,141.46,282.92,282.92,123.93,247.86,247.86,106.6,213.2,213.2,98.4,196.8,196.8,79.95,159.9,159.9,94.1,188.19,188.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,7,days,7,days,70,74,159.91,319.82,319.82,137.92,275.84,275.84,123,246,246,104.56,209.13,209.13,86.1,172.21,172.21,101.34,202.68,202.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,8,days,8,days,70,74,170.16,340.32,340.32,143.91,287.82,287.82,127.11,254.22,254.22,106.6,213.2,213.2,88.15,176.3,176.3,103.75,207.5,207.5
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,9,days,9,days,70,74,159.91,319.82,319.82,153.92,307.84,307.84,133.26,266.52,266.52,110.69,221.39,221.39,92.27,184.54,184.54,108.6,217.2,217.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Comprehensive_0_Excess,10,days,10,days,70,74,168.1,336.2,336.2,159.91,319.82,319.82,139.4,278.81,278.81,112.75,225.51,225.51,94.3,188.61,188.61,110.99,221.98,221.98
